"Message",Low,"Checking assembly 'C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\obj\ARM\Release\ilc\in\betaImagenes.exe'. "
"Message",Low,"Checking assembly 'C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\obj\ARM\Release\ilc\in\Newtonsoft.Json.dll'. "
"Message",Normal,"'C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\ARM\ilc\tools\Gatekeeper.exe @""C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\obj\ARM\Release\ilc\intermediate\gkargs.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |     1265 |     1265 |     1265 |     1265 | [0] Gatekeeper"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       1265 ms"
"Message",Normal,"System time per command: 1265 ms"
"Message",Normal,"Total duration:          1265 ms"
"Message",Normal,"Total lifetime:          1265 ms"
"Message",Normal,"Requested DOP:           8"
"Message",Normal,"Duration DOP:            1,0"
"Message",Normal,"Lifetime DOP:            1,0"
"Message",Low,"Ejecución de la tarea ""StartProcessTask"" terminada."
"Message",Low,"Compilación terminada del destino ""RunGatekeeper"" en el proyecto ""Unnamed_1""."
"Message",Low,"Destino ""LogAppContextSwitches"" en el archivo ""C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\ARM\ilc\IlcInternals.targets"" del proyecto ""C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\Unnamed_1"" (el destino ""SetMainTargetPaths"" depende de él):"
"Message",Low,"Usando la tarea ""Message"" del ensamblado ""Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a""."
"Message",Low,"Tarea ""Message"""
"Message",Normal,"AppContextSwitch: ''"
"Message",Low,"Ejecución de la tarea ""Message"" terminada."
"Message",Low,"Compilación terminada del destino ""LogAppContextSwitches"" en el proyecto ""Unnamed_1""."
"Message",Low,"Destino ""SetMainTargetPaths"" en el archivo ""C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\ARM\ilc\IlcInternals.targets"" del proyecto ""C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\Unnamed_1"" (el destino ""CopyNativeExecutablesToOutput"" depende de él):"
"Message",Low,"Compilación terminada del destino ""SetMainTargetPaths"" en el proyecto ""Unnamed_1""."
"Message",Low,"Se omitió el destino ""GenerateFakeExe"" debido a una condición falsa (False); (!Exists('@(InputILTarget)')) se evaluó como (!Exists('C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\obj\ARM\Release\ilc\in\betaImagenes.exe'))."
"Message",Low,"Se omitió el destino ""InjectCoreLibTypeForwards"" debido a una condición falsa (False); ('$(UseSharedAssemblies)' != 'true') se evaluó como ('true' != 'true')."
"Message",Low,"Destino ""InjectWindowsRuntimeTypeForwards"" en el archivo ""C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\ARM\ilc\IlcInternals.targets"" del proyecto ""C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\Unnamed_1"" (el destino ""RunILTransforms"" depende de él):"
"Message",Low,"Usando la tarea ""MakeDir"" del ensamblado ""Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a""."
"Message",Low,"Tarea ""MakeDir"""
"Message",Normal,"Creando directorio ""C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\obj\ARM\Release\ilc\intermediate\TransformedSRWR\""."
"Message",Low,"Ejecución de la tarea ""MakeDir"" terminada."
"Message",Low,"Usando la tarea ""ILTransformTask"" del ensamblado ""Microsoft.Build.ILTasks""."
"Message",Low,"Tarea ""ILTransformTask"""
"Message",Normal,"Running 'InjectWindowsRuntimeTypeForwards' transform, heap at 8 MB."
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 15 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"   341 |          7 | InjectWindowsRuntimeTypeForwards"
"Message",Normal,"   228 |          1 | WriteAssemblies"
"Message",Low,"Ejecución de la tarea ""ILTransformTask"" terminada."
"Message",Low,"Compilación terminada del destino ""InjectWindowsRuntimeTypeForwards"" en el proyecto ""Unnamed_1""."
"Message",Low,"Se omitió el destino ""InjectCoreLibTypeForwards"" debido a una condición falsa (False); ('$(UseSharedAssemblies)' != 'true') se evaluó como ('true' != 'true')."
"Message",Low,"Destino ""PreResolveTransforms"" en el archivo ""C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\ARM\ilc\IlcInternals.targets"" del proyecto ""C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\Unnamed_1"" (el destino ""RunILTransforms"" depende de él):"
"Message",Low,"Compilando completamente el destino ""PreResolveTransforms""."
"Message",Low,"El archivo de salida ""C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\obj\ARM\Release\ilc\intermediate\PreMergeILTransformed\betaImagenes.exe"" no existe."
"Message",Low,"Tarea ""MakeDir"""
"Message",Normal,"Creando directorio ""C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\obj\ARM\Release\ilc\intermediate\PreMergeILTransformed\""."
"Message",Low,"Ejecución de la tarea ""MakeDir"" terminada."
"Message",Low,"Tarea ""Message"""
"Message",Normal,"Running AssemblyClosureTask in PreResolveTransforms"
"Message",Low,"Ejecución de la tarea ""Message"" terminada."
"Message",Low,"Usando la tarea ""AssemblyClosureTask"" del ensamblado ""Microsoft.Build.ILTasks""."
"Message",Low,"Tarea ""AssemblyClosureTask"""
"Message",Low,"Ejecución de la tarea ""AssemblyClosureTask"" terminada."
"Message",Low,"Tarea ""ILTransformTask"""
"Message",Normal,"Running 'ResolveSelfReferences' transform, heap at 14 MB."
"Message",Normal,"Running 'RemoveDuplicateMembers' transform, heap at 22 MB."
"Message",Normal,"Running 'PortableLib' transform, heap at 22 MB."
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 44 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"   278 |         22 | PortableLib"
"Message",Normal,"   270 |          8 | ResolveSelfReferences"
"Message",Normal,"   166 |          9 | WriteAssemblies"
"Message",Normal,"     0 |          0 | RemoveDuplicateMembers"
"Message",Low,"Ejecución de la tarea ""ILTransformTask"" terminada."
"Message",Low,"Usando la tarea ""Copy"" del ensamblado ""Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a""."
"Message",Low,"Tarea ""Copy"""
"Message",Normal,"Copiando el archivo de ""C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\obj\ARM\Release\ilc\in\betaImagenes.pdb"" en ""C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\obj\ARM\Release\ilc\intermediate\PreMergeILTransformed\betaImagenes.pdb""."
"Message",Low,"Ejecución de la tarea ""Copy"" terminada."
"Message",Low,"Tarea ""Copy"""
"Message",Normal,"Copiando el archivo de ""C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\obj\ARM\Release\ilc\in\betaImagenes.exe"" en ""C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\obj\ARM\Release\ilc\intermediate\PreMergeILTransformed\betaImagenes.exe""."
"Message",Low,"Ejecución de la tarea ""Copy"" terminada."
"Message",Low,"Se omitió la tarea ""Copy"" debido a una condición falsa (False); ('$(HasMcgPatchDlls)'=='true') se evaluó como (''=='true')."
"Message",Low,"Compilación terminada del destino ""PreResolveTransforms"" en el proyecto ""Unnamed_1""."
"Message",Low,"Destino ""InitInputResourceName"" en el archivo ""C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\ARM\ilc\IlcInternals.targets"" del proyecto ""C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\Unnamed_1"" (el destino ""RunILTransforms"" depende de él):"
"Message",Low,"Se omitió la tarea ""ResolveFilePathTask"" debido a una condición falsa (False); ('$(InputPath)' != '' and Exists('$(InputPath)\obj\')) se evaluó como ('C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\obj\ARM\Release\ilc\in' != '' and Exists('C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\obj\ARM\Release\ilc\in\obj\'))."
"Message",Low,"Usando la tarea ""ResolveFilePathTask"" del ensamblado ""Microsoft.Build.ILTasks""."
"Message",Low,"Tarea ""ResolveFilePathTask"""
"Message",Low,"Ejecución de la tarea ""ResolveFilePathTask"" terminada."
"Message",Low,"Compilación terminada del destino ""InitInputResourceName"" en el proyecto ""Unnamed_1""."
"Message",Low,"Se omitió el destino ""PreResolveTransforms"". Compilado previamente de forma correcta."
"Message",Low,"Destino ""SetForSharedInputs"" en el archivo ""C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24211\ARM\ilc\IlcInternals.targets"" del proyecto ""C:\Users\frena\documents\visual studio 2017\Projects\betaImagenes\betaImagenes\Unnamed_1"" (el destino ""ResolveInitialReferences"" depende de él):"
"Message",Low,"Compilando completamente el destino ""SetForSharedInputs""."
"Message",Low,"No se especificaron archivos de entrada."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyListPath)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\SharedAssemblyList.txt'))."
"Message",Low,"Usando la tarea ""ReadLinesFromFile"" del ensamblado ""Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a""."
"Message",Low,"Tarea ""ReadLinesFromFile"""
"Message",Low,"Ejecución de la tarea ""ReadLinesFromFile"" terminada."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\SharedAssemblyILMergeInfo.csv'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\SharedLibrary.iltransformtoc.ildll'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Collections.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Collections.Concurrent.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Diagnostics.Tracing.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Dynamic.Runtime.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.IO.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Linq.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Linq.Expressions.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.ObjectModel.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Private.CoreLib.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Private.Interop.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Private.Reflection.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Private.Reflection.Core.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Private.Reflection.Execution.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Private.Reflection.Metadata.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Private.Threading.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Private.TypeLoader.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Private.Uri.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Reflection.Extensions.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Reflection.Primitives.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Reflection.TypeExtensions.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Resources.ResourceManager.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Runtime.Extensions.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Runtime.Implementation.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Text.RegularExpressions.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Private.SharedLibrary.Interop.Generated.iltoc'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Collections.iltocpdb'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Collections.Concurrent.iltocpdb'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Diagnostics.Tracing.iltocpdb'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Dynamic.Runtime.iltocpdb'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.IO.iltocpdb'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Linq.iltocpdb'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Linq.Expressions.iltocpdb'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.ObjectModel.iltocpdb'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Private.CoreLib.iltocpdb'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Private.Interop.iltocpdb'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Private.Reflection.iltocpdb'))."
"Message",Low,"Se omitió la tarea ""IlcErrorTask"" debido a una condición falsa (False); (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) se evaluó como (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\ARM\ret\AnalysisILToc\System.Private.Reflection.Core.iltocpdb'))."
